titulo,descricao,ocupacao,tarefa
2221-05 Engenheiro agrícola - Engenheiro de irrigação e drenagem; Engenheiro  especialista em construções rurais; Engenheiro especialista em construções rurais e  ambiência; Engenheiro especialista em mecanização agrícola; Engenheiro especialista  em secagem e armazenagem de grãos; Tecnólogo de engenharia rural.,"Planejam, coordenam e executam atividades agrossilvipecuárias e do uso de recursos naturais renováveis e ambientais. Fiscalizam essas atividades, promovem a extensão rural, orientando produtores nos vários aspectos das atividades agrossilvipecuárias e elaboram documentação técnica e científica. Podem prestar assistência e consultoria técnicas.",222105,Abstrata
2221-10 Engenheiro agrônomo - Agrônomo; Engenheiro agrônomo (agricultura);  Engenheiro agrônomo (solos); Engenheiro horticultor.,"Planejam, coordenam e executam atividades agrossilvipecuárias e do uso de recursos naturais renováveis e ambientais. Fiscalizam essas atividades, promovem a extensão rural, orientando produtores nos vários aspectos das atividades agrossilvipecuárias e elaboram documentação técnica e científica. Podem prestar assistência e consultoria técnicas.",222110,Abstrata
2221-15 Engenheiro de pesca - Consultor técnico em aquicultura; Consultor técni­ co em pesca; Engenheiro aquicultor; Engenheiro especialista em tecnologia de pesca;  Engenheiro especialista em tecnologia de pescado.,"Planejam, coordenam e executam atividades agrossilvipecuárias e do uso de recursos naturais renováveis e ambientais. Fiscalizam essas atividades, promovem a extensão rural, orientando produtores nos vários aspectos das atividades agrossilvipecuárias e elaboram documentação técnica e científica. Podem prestar assistência e consultoria técnicas.",222115,Abstrata
2221-20 Engenheiro florestal - Consultor técnico em exploração vegetal; Enge­ nheiro de fauna e flora; Engenheiro especialista em preservação florestal; Engenheiro  especialista em tecnologia de madeira; Engenheiro silvicultor; Reflorestador.,"Planejam, coordenam e executam atividades agrossilvipecuárias e do uso de recursos naturais renováveis e ambientais. Fiscalizam essas atividades, promovem a extensão rural, orientando produtores nos vários aspectos das atividades agrossilvipecuárias e elaboram documentação técnica e científica. Podem prestar assistência e consultoria técnicas.",222120,Abstrata
2222-05 Engenheiro de alimentos,"Desenvolvem produtos e processos da área de produção de alimentos, controlando sua qualidade. Gerenciam processos e elaboram projetos de produção de alimentos. Coordenam equipes e podem prestar consultoria, assessoria e assistência técnica.",222205,Abstrata
2222-15 Tecnólogo em alimentos - Tecnólogo em agroindústria; Tecnólogo em  laticínios; Tecnólogo em processamneto de carnes.,"Desenvolvem produtos e processos da área de produção de alimentos, controlando sua qualidade. Gerenciam processos e elaboram projetos de produção de alimentos. Coordenam equipes e podem prestar consultoria, assessoria e assistência técnica.",222215,Abstrata
2232-04 Cirurgião dentista - auditor,"Os cirurgiões dentistas atendem e orientam pacientes e executam procedimentos odontológicos, aplicam medidas de promoção e prevenção de saúde, ações de saúde coletiva, estabelecendo diagnóstico e prognóstico, interagindo com profissionais de outras áreas. Podem desenvolver pesquisas na área odontológica. Desenvolvem ativi­ dades profissionais com crianças, adultos e idosos, com ou sem necessidades especiais, em diferentes níveis de complexidade. Podem atuar em consultórios particulares, insti­ tuições públicas ou privadas, ongs. Exercem atividade de ensino e pesquisa. 248 CÓDIGO 2232",223204,Abstrata
2232-08 Cirurgião dentista - clínico geral - Dentista; Odontologista; Odontólogo.,"Os cirurgiões dentistas atendem e orientam pacientes e executam procedimentos odontológicos, aplicam medidas de promoção e prevenção de saúde, ações de saúde coletiva, estabelecendo diagnóstico e prognóstico, interagindo com profissionais de outras áreas. Podem desenvolver pesquisas na área odontológica. Desenvolvem ativi­ dades profissionais com crianças, adultos e idosos, com ou sem necessidades especiais, em diferentes níveis de complexidade. Podem atuar em consultórios particulares, insti­ tuições públicas ou privadas, ongs. Exercem atividade de ensino e pesquisa. 248 CÓDIGO 2232",223208,Abstrata
2232-12 Cirurgião dentista - endodontista - Canalista; Endodontólogo; Odontó­ logo-endodontista.,"Os cirurgiões dentistas atendem e orientam pacientes e executam procedimentos odontológicos, aplicam medidas de promoção e prevenção de saúde, ações de saúde coletiva, estabelecendo diagnóstico e prognóstico, interagindo com profissionais de outras áreas. Podem desenvolver pesquisas na área odontológica. Desenvolvem ativi­ dades profissionais com crianças, adultos e idosos, com ou sem necessidades especiais, em diferentes níveis de complexidade. Podem atuar em consultórios particulares, insti­ tuições públicas ou privadas, ongs. Exercem atividade de ensino e pesquisa. 248 CÓDIGO 2232",223212,Abstrata
2232-16 Cirurgião dentista - epidemiologista,"Os cirurgiões dentistas atendem e orientam pacientes e executam procedimentos odontológicos, aplicam medidas de promoção e prevenção de saúde, ações de saúde coletiva, estabelecendo diagnóstico e prognóstico, interagindo com profissionais de outras áreas. Podem desenvolver pesquisas na área odontológica. Desenvolvem ativi­ dades profissionais com crianças, adultos e idosos, com ou sem necessidades especiais, em diferentes níveis de complexidade. Podem atuar em consultórios particulares, insti­ tuições públicas ou privadas, ongs. Exercem atividade de ensino e pesquisa. 248 CÓDIGO 2232",223216,Abstrata
2232-20 Cirurgião dentista - estomatologista,"Os cirurgiões dentistas atendem e orientam pacientes e executam procedimentos odontológicos, aplicam medidas de promoção e prevenção de saúde, ações de saúde coletiva, estabelecendo diagnóstico e prognóstico, interagindo com profissionais de outras áreas. Podem desenvolver pesquisas na área odontológica. Desenvolvem ativi­ dades profissionais com crianças, adultos e idosos, com ou sem necessidades especiais, em diferentes níveis de complexidade. Podem atuar em consultórios particulares, insti­ tuições públicas ou privadas, ongs. Exercem atividade de ensino e pesquisa. 248 CÓDIGO 2232",223220,Abstrata
2232-24 Cirurgião dentista - implantodontista,"Os cirurgiões dentistas atendem e orientam pacientes e executam procedimentos odontológicos, aplicam medidas de promoção e prevenção de saúde, ações de saúde coletiva, estabelecendo diagnóstico e prognóstico, interagindo com profissionais de outras áreas. Podem desenvolver pesquisas na área odontológica. Desenvolvem ativi­ dades profissionais com crianças, adultos e idosos, com ou sem necessidades especiais, em diferentes níveis de complexidade. Podem atuar em consultórios particulares, insti­ tuições públicas ou privadas, ongs. Exercem atividade de ensino e pesquisa. 248 CÓDIGO 2232",223224,Abstrata
2232-28 Cirurgião dentista - odontogeriatra - Dentista de idosos; Dentista de  terceira idade.,"Os cirurgiões dentistas atendem e orientam pacientes e executam procedimentos odontológicos, aplicam medidas de promoção e prevenção de saúde, ações de saúde coletiva, estabelecendo diagnóstico e prognóstico, interagindo com profissionais de outras áreas. Podem desenvolver pesquisas na área odontológica. Desenvolvem ativi­ dades profissionais com crianças, adultos e idosos, com ou sem necessidades especiais, em diferentes níveis de complexidade. Podem atuar em consultórios particulares, insti­ tuições públicas ou privadas, ongs. Exercem atividade de ensino e pesquisa. 248 CÓDIGO 2232",223228,Abstrata
2232-32 Cirurgião dentista - odontologista legal,"Os cirurgiões dentistas atendem e orientam pacientes e executam procedimentos odontológicos, aplicam medidas de promoção e prevenção de saúde, ações de saúde coletiva, estabelecendo diagnóstico e prognóstico, interagindo com profissionais de outras áreas. Podem desenvolver pesquisas na área odontológica. Desenvolvem ativi­ dades profissionais com crianças, adultos e idosos, com ou sem necessidades especiais, em diferentes níveis de complexidade. Podem atuar em consultórios particulares, insti­ tuições públicas ou privadas, ongs. Exercem atividade de ensino e pesquisa. 248 CÓDIGO 2232",223232,Abstrata
2232-36 Cirurgião dentista - odontopediatra - Dentista de criança; Odontopediatra.,"Os cirurgiões dentistas atendem e orientam pacientes e executam procedimentos odontológicos, aplicam medidas de promoção e prevenção de saúde, ações de saúde coletiva, estabelecendo diagnóstico e prognóstico, interagindo com profissionais de outras áreas. Podem desenvolver pesquisas na área odontológica. Desenvolvem ativi­ dades profissionais com crianças, adultos e idosos, com ou sem necessidades especiais, em diferentes níveis de complexidade. Podem atuar em consultórios particulares, insti­ tuições públicas ou privadas, ongs. Exercem atividade de ensino e pesquisa. 248 CÓDIGO 2232",223236,Abstrata
2232-40 Cirurgião dentista - ortopedista e ortodontista - Dentista de apare­ lho; Ortodontista; Ortodontólogo; Ortopedista maxilar.,"Os cirurgiões dentistas atendem e orientam pacientes e executam procedimentos odontológicos, aplicam medidas de promoção e prevenção de saúde, ações de saúde coletiva, estabelecendo diagnóstico e prognóstico, interagindo com profissionais de outras áreas. Podem desenvolver pesquisas na área odontológica. Desenvolvem ativi­ dades profissionais com crianças, adultos e idosos, com ou sem necessidades especiais, em diferentes níveis de complexidade. Podem atuar em consultórios particulares, insti­ tuições públicas ou privadas, ongs. Exercem atividade de ensino e pesquisa. 248 CÓDIGO 2232",223240,Abstrata
